,Sentence,Token,Tag
27429,1056,ديال,O
27430,1056,لارجونتين,B-LOC
27431,1056,،,O
27432,1056,تشيلي,B-LOC
27433,1056,،,O
27434,1056,لبريزيل,B-LOC
27435,1056,و,O
27436,1056,لأوروݣواي,B-LOC
27437,1056,.,O
27438,1057,ليوما,O
27439,1057,لمقر,O
27440,1057,ديالها,O
27441,1057,كاين,O
27442,1057,فمدينة,O
27443,1057,لوكي,B-LOC
27444,1057,ف,O
27445,1057,پاراݣواي,B-LOC
27446,1057,،,O
27447,1057,وكايترأسو,O
27448,1057,لپاراݣواياني,B-MISC
27449,1057,أليحاندرو,B-PER
27450,1057,دومينݣيز,I-PER
27451,1057,.,O
27452,1058,كيفاش,O
27453,1058,كايتّقرا,O
27454,1058,لجدوال,O
27455,1058,1st,O
27456,1058,–,O
27457,1058,بطل,O
27458,1058,2nd,O
27459,1058,–,O
27460,1058,وصيف,O
27461,1058,3rd,O
27462,1058,–,O
27463,1058,تالت,O
27464,1058,4th,O
27465,1058,–,O
27466,1058,رابع,O
27467,1058,QF,O
27468,1058,–,O
27469,1058,ربع,O
27470,1058,لفينال,O
27471,1058,R16,O
27472,1058,–,O
27473,1058,تمن,O
27474,1058,النهائي,O
27475,1058,(,O
27476,1058,من,O
27477,1058,1986,O
27478,1058,:,O
27479,1058,خروج,O
27480,1058,لمغلوب,O
27481,1058,ب,O
27482,1058,16,O
27483,1058,فرقة,O
27484,1058,),O
27485,1058,R2,O
27486,1058,–,O
27487,1058,الدور,O
27488,1058,التاني,O
27489,1058,(,O
27490,1058,بالنسبة,O
27491,1058,1974,O
27492,1058,،,O
27493,1058,1978,O
27494,1058,و,O
27495,1058,1982,O
27496,1058,،,O
27497,1058,اللي,O
27498,1058,كان,O
27499,1058,فيهوم,O
27500,1058,جوج,O
27501,1058,دوار,O
27502,1058,ديال,O
27503,1058,لمجموعات,O
27504,1058,),O
27505,1058,GS,O
27506,1058,–,O
27507,1058,دور,O
27508,1058,لمجموعات,O
27509,1058,(,O
27510,1058,بالنسية,O
27511,1058,ل,O
27512,1058,1950,O
27513,1058,،,O
27514,1058,1974,O
27515,1058,،,O
27516,1058,1978,O
27517,1058,،,O
27518,1058,و,O
27519,1058,1982,O
27520,1058,،,O
27521,1058,اللي,O
27522,1058,كان,O
27523,1058,فيهوم,O
27524,1058,جوج,O
27525,1058,دوار,O
27526,1058,لمجموعات,O
27527,1058,،,O
27528,1058,",",O
27529,1058,هادشي,O
27530,1058,كايعني,O
27531,1058,الدور,O
27532,1058,اللول,O
27533,1058,),O
27534,1058,1S,O
27535,1058,–,O
27536,1058,دور,O
27537,1058,خروج,O
27538,1058,لمغلوب,O
27539,1058,اللول,O
27540,1058,(,O
27541,1058,كاس,O
27542,1058,لعالم,O
27543,1058,1934,O
27544,1058,–,O
27545,1058,1938,O
27546,1058,فاش,O
27547,1058,كان,O
27548,1058,دوار,O
27549,1058,د,O
27550,1058,لميطشان,O
27551,1058,لفاصلين,O
27552,1058,),O
27553,1058,•,O
27554,1058,–,O
27555,1058,ماتأهلش,O
27556,1058,×,O
27557,1058,–,O
27558,1058,مادخلش,O
27559,1058,/,O
27560,1058,نساحب,O
27561,1058,/,O
27562,1058,تّمنع,O
27563,1058,–,O
27564,1058,مضايفين,O
27565,1058,Australian,B-LOC
27566,1058,Capital,I-LOC
27567,1058,Territory,I-LOC
27568,1058,),O
27569,1058,هي,O
27570,1058,وحدة,O
27571,1058,من,O
27572,1058,لويلايات,O
27573,1058,ديال,O
27574,1058,ؤسطراليا,B-LOC
27575,1058,.,O
27576,1059,كاتسمى,O
27577,1059,"""",O
27578,1059,لعاصيمة,B-MISC
27579,1059,دلأمة,I-MISC
27580,1059,"""",O
27581,1059,(,O
27582,1059,بالنݣليزية,O
27583,1059,:,O
27584,1059,The,B-MISC
27585,1059,Nation,I-MISC
27586,1059,Capital,I-MISC
27587,1059,),O
27588,1059,،,O
27589,1059,ولعاصيمة,O
27590,1059,ديالها,O
27591,1059,هي,O
27592,1059,كانبيرا,B-LOC
27593,1059,اللي,O
27594,1059,هي,O
27595,1059,لعاصيمة,O
27596,1059,ديال,O
27597,1059,لبلاد,O
27598,1059,.,O
27599,1060,لأرض,B-LOC
27600,1060,دلعاصيمة,I-LOC
27601,1060,دؤسطراليا,I-LOC
27602,1060,فيها,O
27603,1060,سابع,O
27604,1060,أكبر,O
27605,1060,عدد,O
27606,1060,ديال,O
27607,1060,الناس,O
27608,1060,،,O
27609,1060,واللي,O
27610,1060,واصل,O
27611,1060,396,O
27612,1060,",",O
27613,1060,857,O
27614,1060,واحد,O
27615,1060,ف,O
27616,1060,2016,O
27617,1060,.,O
27618,1061,لميساحة,O
27619,1061,ديال,O
27620,1061,لأرض,O
27621,1061,دلعاصيمة,O
27622,1061,دؤسطراليا,B-LOC
27623,1061,هي,O
27624,1061,2,O
27625,1061,",",O
27626,1061,358,O
27627,1061,كم²,O
27628,1061,.,O
27629,1062,يناير,O
27630,1062,هو,O
27631,1062,الشهر,O
27632,1062,السخون,O
27633,1062,هنايا,O
27634,1062,وكاتوصل,O
27635,1062,فيه,O
27636,1062,لحرارة,O
27637,1062,ل,O
27638,1062,°,O
27639,1062,27,O
27640,1062,.,O
27641,1063,7,O
27642,1063,.,O
27643,1064,فيوليوز,O
27644,1064,كاتهبط,O
27645,1064,لمعدالات,O
27646,1064,ديال,O
27647,1064,لحرارة,O
27648,1064,ل,O
27649,1064,°,O
27650,1064,11,O
27651,1064,.,O
27652,1065,2,O
27653,1065,.,O
27654,1066,أعلى,O
27655,1066,حرارة,O
27656,1066,تسجلات,O
27657,1066,فهاد,O
27658,1066,لويلاية,O
27659,1066,هي,O
27660,1066,°,O
27661,1066,44,O
27662,1066,نهار,O
27663,1066,4,B-MISC
27664,1066,يناير,I-MISC
27665,1066,2020,I-MISC
27666,1066,.,O
27667,1067,أقل,O
27668,1067,درجة,O
27669,1067,تسجلات,O
27670,1067,كانت,O
27671,1067,°,O
27672,1067,10,O
27673,1067,-,O
27674,1067,نهار,O
27675,1067,11,B-MISC
27676,1067,يوليوز,I-MISC
27677,1067,1971,I-MISC
27678,1067,.,O
27679,1068,جّبولا,O
27680,1068,د,O
27681,1068,لأطلس,B-LOC
27682,1068,صّغير,I-LOC
27683,1068,(,O
27684,1068,بتشلحيت,B-MISC
27685,1068,:,O
27686,1068,Idrarn,B-LOC
27687,1068,n,I-LOC
27688,1068,Waṭlas,I-LOC
27689,1068,Mẓẓiyn,I-LOC
27690,1068,-,O
27691,1068,إدرارن,B-LOC
27692,1068,ن,I-LOC
27693,1068,واطلس,I-LOC
27694,1068,مژِّييْن,I-LOC
27695,1068,",",O
27696,1068,ب,O
27697,1068,لأمازيغية,B-MISC
27698,1068,المعيارية,B-MISC
27699,1068,:,O
27700,1068,ⴰⵟⵍⴰⵙ,B-LOC
27701,1068,ⴰⵎⵥⵢⴰⵏ,I-LOC
27702,1068,-,O
27703,1068,أطلس,B-LOC
27704,1068,أمژيان,I-LOC
27705,1068,),O
27706,1068,هي,O
27707,1068,مجموعة,O
27708,1068,ديال,O
27709,1068,جبولا,O
27710,1068,شادا,O
27711,1068,تقريبا,O
27712,1068,جنوب,O
27713,1068,د,O
27714,1068,لمغرب,B-LOC
27715,1068,كولو,O
27716,1068,،,O
27717,1068,شادا,O
27718,1068,مسافة,O
27719,1068,كتر,O
27720,1068,من,O
27721,1068,600,O
27722,1068,كلم,O
27723,1068,،,O
27724,1068,كاينين,O
27725,1068,هاد,O
27726,1068,جبولا,O
27727,1068,ف,O
27728,1068,سوس,B-LOC
27729,1068,و,O
27730,1068,واصلا,O
27731,1068,تال,O
27732,1068,تافيلالت,B-LOC
27733,1068,تحت,O
27734,1068,جبولا,O
27735,1068,د,O
27736,1068,الأطلس,B-LOC
27737,1068,الكبير,I-LOC
27738,1068,.,O
27739,1069,هاد,O
27740,1069,الجبولا,O
27741,1069,تابعين,O
27742,1069,لواحد,O
27743,1069,المجموعة,O
27744,1069,تاع,O
27745,1069,جبولا,O
27746,1069,كبيرة,O
27747,1069,و,O
27748,1069,معروفا,O
27749,1069,بزاف,O
27750,1069,ف,O
27751,1069,لمغريب,B-LOC
27752,1069,و,O
27753,1069,شمال,O
27754,1069,افيقيا,O
27755,1069,كولها,O
27756,1069,لي,O
27757,1069,هي,O
27758,1069,جبولا,O
27759,1069,ديال,O
27760,1069,لأطلس,B-LOC
27761,1069,.,O
27762,1070,جبولا,O
27763,1070,د,O
27764,1070,لأطلس,B-LOC
27765,1070,الصغير,I-LOC
27766,1070,وحدة,O
27767,1070,من,O
27768,1070,أهم,O
27769,1070,السلاسل,O
27770,1070,الجبلية,O
27771,1070,ف,O
27772,1070,لمغرب,B-LOC
27773,1070,.,O
27774,1071,كايوصل,O
27775,1071,لعلو,O
27776,1071,ديال,O
27777,1071,أكبر,O
27778,1071,قمة,O
27779,1071,فيها,O
27780,1071,شي,O
27781,1071,3300,O
27782,1071,م,O
27783,1071,ف,O
27784,1071,جبل,B-LOC
27785,1071,سيرو,I-LOC
27786,1071,ا,O
27787,1071,.,O
27788,1072,لأطلس,B-LOC
27789,1072,لمتوسط,I-LOC
27790,1072,سلسلة,O
27791,1072,جبلية,O
27792,1072,على,O
27793,1072,طول,O
27794,1072,350,O
27795,1072,كلم,O
27796,1072,،,O
27797,1072,من,O
27798,1072,الجنوب,O
27799,1072,الغربي,O
27800,1072,تال,O
27801,1072,الشمال,O
27802,1072,الشرقي,O
27803,1072,ديال,O
27804,1072,المغرب,B-LOC
27805,1072,،,O
27806,1072,جات,O
27807,1072,بين,O
27808,1072,جبال,O
27809,1072,الريف,B-LOC
27810,1072,و,O
27811,1072,الاطلس,B-LOC
27812,1072,الكبير,I-LOC
27813,1072,،,O
27814,1072,و,O
27815,1072,مساحتها,O
27816,1072,2,O
27817,1072,.,O
27818,1073,3,O
27819,1073,مليون,O
27820,1073,كتار,O
27821,1073,،,O
27822,1073,اللي,O
27823,1073,هي,O
27824,1073,18,O
27825,1073,%,O
27826,1073,من,O
27827,1073,المساحة,O
27828,1073,الجبلية,O
27829,1073,فالبلاد,O
27830,1073,.,O
27831,1074,هاد,O
27832,1074,السلسلة,O
27833,1074,طرف,O
27834,1074,من,O
27835,1074,سلاسل,O
27836,1074,الاطلس,B-LOC
27837,1074,(,O
27838,1074,اللي,O
27839,1074,كاينين,O
27840,1074,ف,O
27841,1074,المغرب,B-LOC
27842,1074,و,O
27843,1074,الجزاير,B-LOC
27844,1074,),O
27845,1074,،,O
27846,1074,و,O
27847,1074,هي,O
27848,1074,وحدة,O
27849,1074,من,O
27850,1074,تلت,O
27851,1074,سلاسل,O
27852,1074,الاطلس,B-LOC
27853,1074,المغربي,I-LOC
27854,1074,،,O
27855,1074,الاخرين,O
27856,1074,هما,O
27857,1074,الاطلس,B-LOC
27858,1074,الكبير,I-LOC
27859,1074,و,O
27860,1074,الاطلس,B-LOC
27861,1074,الصغير,I-LOC
27862,1074,.,O
27863,1075,اعلى,O
27864,1075,جبل,O
27865,1075,اعلى,O
27866,1075,جبل,O
27867,1075,ف,O
27868,1075,الاطلس,B-LOC
27869,1075,المتوسط,I-LOC
27870,1075,هو,O
27871,1075,جبل,B-LOC
27872,1075,بوناصر,I-LOC
27873,1075,(,O
27874,1075,3356,O
27875,1075,مترو,O
27876,1075,),O
27877,1075,،,O
27878,1075,عاد,O
27879,1075,جبل,B-LOC
27880,1075,بويبلان,I-LOC
27881,1075,(,O
27882,1075,3192,O
27883,1075,مترو,O
27884,1075,),O
27885,1075,اللي,O
27886,1075,حدا,O
27887,1075,اِموزّار,B-LOC
27888,1075,مرموشة,I-LOC
27889,1075,وبعيد,O
27890,1075,ب,O
27891,1075,100,O
27892,1075,كلم,O
27893,1075,على,O
27894,1075,تازة,B-LOC
27895,1075,بكونه,O
27896,1075,جا,O
27897,1075,فوسط,O
27898,1075,المغرب,B-LOC
27899,1075,،,O
27900,1075,الاطلس,B-LOC
27901,1075,المتوسط,I-LOC
27902,1075,كايتكنا,O
27903,1075,عليه,O
27904,1075,"""",O
27905,1075,خزان,O
27906,1075,الما,O
27907,1075,"""",O
27908,1075,ويدان,O
27909,1075,الاطلس,B-LOC
27910,1075,المتوسط,I-LOC
27911,1075,فيه,O
27912,1075,ربعة,O
27913,1075,د,O
27914,1075,لأحواض,O
27915,1075,مائية,O
27916,1075,،,O
27917,1075,واحد,O
27918,1075,منهم,O
27919,1075,كايصب,O
27920,1075,فالبحر,B-LOC
27921,1075,الابيض,I-LOC
27922,1075,،,O
27923,1075,والتلاتة,O
27924,1075,لوخرين,O
27925,1075,كايصبو,O
27926,1075,ف,O
27927,1075,ف,O
27928,1075,البحر,B-LOC
27929,1075,الاطلسي,I-LOC
27930,1075,حوض,O
27931,1075,واد,B-LOC
27932,1075,سبو,I-LOC
27933,1075,حوض,O
27934,1075,واد,O
27935,1075,ام,B-LOC
27936,1075,الربيع,I-LOC
27937,1075,حوض,O
27938,1075,واد,B-LOC
27939,1075,بورݣراݣ,I-LOC
27940,1075,حوض,O
27941,1075,واد,B-LOC
27942,1075,ملوية,I-LOC
27943,1075,ضايات,O
27944,1075,ضاية,B-LOC
27945,1075,آݣلمام,I-LOC
27946,1075,آزݣزا,I-LOC
27947,1075,ضاية,B-LOC
27948,1075,ويوان,I-LOC
27949,1075,ضاية,B-LOC
27950,1075,تيݣلمامين,I-LOC
27951,1075,ضاية,B-LOC
27952,1075,آݣلمام,I-LOC
27953,1075,سيدي,I-LOC
27954,1075,علي,I-LOC
27955,1075,ضاية,B-LOC
27956,1075,اِفر,I-LOC
27957,1075,ضاية,B-LOC
27958,1075,عوَّة,I-LOC
27959,1075,شلّالات,O
27960,1075,شلّالات,B-LOC
27961,1075,أُزود,I-LOC
27962,1075,وحدة,O
27963,1075,من,O
27964,1075,المعالم,O
27965,1075,ديال,O
27966,1075,المنطقة,O
27967,1075,،,O
27968,1075,جاو,O
27969,1075,على,O
27970,1075,بعد,O
27971,1075,22,O
27972,1075,كلم,O
27973,1075,من,O
27974,1075,تنانت,B-LOC
27975,1075,،,O
27976,1075,و,O
27977,1075,80,O
27978,1075,كلم,O
27979,1075,من,O
27980,1075,بني,B-LOC
27981,1075,ملال,I-LOC
27982,1075,،,O
27983,1075,هاد,O
27984,1075,الشلالات,O
27985,1075,العلو,O
27986,1075,ديالهم,O
27987,1075,110,O
27988,1075,مترو,O
27989,1075,لأطولول,B-MISC
27990,1075,ؤلا,O
27991,1075,لأطوليل,B-MISC
27992,1075,ؤلا,O
27993,1075,لأوطولاطاي,B-MISC
27994,1075,(,O
27995,1075,ب,O
27996,1075,لاتينية,O
27997,1075,Autolole,B-MISC
27998,1075,،,O
27999,1075,ؤلا,O
28000,1075,Autolele,B-MISC
28001,1075,،,O
28002,1075,ؤلا,O
28003,1075,Autolatae,B-MISC
28004,1075,),O
28005,1075,هيّا,O
28006,1075,قبيلة,O
28007,1075,ؤلا,O
28008,1075,أجموع,O
28009,1075,قبلي,O
28010,1075,أمازيغي,B-MISC
28011,1075,جيتولي,B-MISC
28012,1075,كان,O
28013,1075,موجود,O
28014,1075,عل,O
28015,1075,لأقل,O
28016,1075,من,O
28017,1075,لفترة,O
28018,1075,ديال,O
28019,1075,لحتيلال,O
28020,1075,روماني,B-MISC
28021,1075,ل,O
28022,1075,شمال,B-LOC
28023,1075,إفريقيا,I-LOC
28024,1075,،,O
28025,1075,ف,O
28026,1075,لجنوب,O
28027,1075,ديال,O
28028,1075,إقليم,O
28029,1075,موريطانية,B-LOC
28030,1075,طنجية,I-LOC
28031,1075,.,O
28032,1076,لّاتينية,B-MISC
28033,1076,Lucius,B-PER
28034,1076,Caecillius,I-PER
28035,1076,Firmianus,I-PER
28036,1076,),O
28037,1076,لمعروف,O
28038,1076,ب,O
28039,1076,لاكتانتيوس,B-PER
28040,1076,(,O
28041,1076,ب,O
28042,1076,لّاتينية,B-MISC
28043,1076,Lactantius,B-PER
28044,1076,),O
28045,1076,(,O
28046,1076,مزيود,O
28047,1076,ف,O
28048,1076,جوايه,O
28049,1076,250,O
28050,1076,،,O
28051,1076,مات,O
28052,1076,ف,O
28053,1076,جوايه,O
28054,1076,عام,O
28055,1076,325,O
28056,1076,),O
28057,1076,هوّا,O
28058,1076,كاتب,O
28059,1076,أمازيغي,B-MISC
28060,1076,مسيحي,B-MISC
28061,1076,ب,O
28062,1076,تقافة,O
28063,1076,بونيقية,B-MISC
28064,1076,رومانية,B-MISC
28065,1076,.,O
28066,1077,لاكتانتيوس,B-PER
28067,1077,من,O
28068,1077,لكتّاب,O
28069,1077,لمسيحيين,B-MISC
28070,1077,لّولين,O
28071,1077,لي,O
28072,1077,ساهمو,O
28073,1077,ف,O
28074,1077,تأسيس,O
28075,1077,لمسيحية,B-MISC
28076,1077,كيما,O
28077,1077,كانعرفوها,O
28078,1077,دابا,O
28079,1077,.,O
28080,1078,كان,O
28081,1078,أيضاً,O
28082,1078,مستشار,O
28083,1078,د,O
28084,1078,لإمبراطور,O
28085,1078,قسطنطين,B-PER
28086,1078,لّول,I-PER
28087,1078,،,O
28088,1078,ؤ,O
28089,1078,ساهم,O
28090,1078,ب,O
28091,1078,داكشي,O
28092,1078,ف,O
28093,1078,سّياسات,O
28094,1078,لمسيحية,B-MISC
28095,1078,لّولة,O
28096,1078,د,O
28097,1078,لإمبراطورية,O
28098,1078,،,O
28099,1078,ؤ,O
28100,1078,كان,O
28101,1078,تا,O
28102,1078,موعلّيم,O
28103,1078,د,O
28104,1078,ولد,O
28105,1078,قسطنطين,B-PER
28106,1078,كريسپوس,B-PER
28107,1078,.,O
28108,1079,أهم,O
28109,1079,عامال,O
28110,1079,ديالو,O
28111,1079,هوّا,O
28112,1079,لمؤسسات,B-ORG
28113,1079,رّبانية,I-ORG
28114,1079,Institutiones,B-ORG
28115,1079,Divinae,I-ORG
28116,1079,لي,O
28117,1079,كيدافع,O
28118,1079,فيه,O
28119,1079,على,O
28120,1079,لمسيحية,B-MISC
28121,1079,ضد,O
28122,1079,نتيقادات,O
28123,1079,ديال,O
28124,1079,لوتنيين,B-PER
28125,1079,.,O
28126,1080,لݣريما,O
28127,1080,أولا,O
28128,1080,لاݣريما,O
28129,1080,هي,O
28130,1080,الرخصة,O
28131,1080,لي,O
28132,1080,خاصة,O
28133,1080,أي,O
28134,1080,واحد,O
28135,1080,باش,O
28136,1080,يستاغل,O
28137,1080,الطاكسيات,O
28138,1080,ف,O
28139,1080,لمغريب,B-LOC
28140,1080,.,O
28141,1081,هاد,O
28142,1081,الرخصة,O
28143,1081,تاتّحتاج,O
28144,1081,حتا,O
28145,1081,فلمركوب,O
28146,1081,لي,O
28147,1081,ماشي,O
28148,1081,عمومي,O
28149,1081,بحال,O
28150,1081,لكار,O
28151,1081,.,O
28152,1082,تايرجع,O
28153,1082,التاريخ,O
28154,1082,ديال,O
28155,1082,هاد,O
28156,1082,الرخصة,O
28157,1082,ل,O
28158,1082,مورا,O
28159,1082,لاستقلال,O
28160,1082,د,O
28161,1082,لبلاد,O
28162,1082,عام,O
28163,1082,1956,O
28164,1082,.,O
28165,1083,هاد,O
28166,1083,الرخصة,O
28167,1083,تدارت,O
28168,1083,باش,O
28169,1083,يتقنن,O
28170,1083,لمركوب,O
28171,1083,ف,O
28172,1083,لمدونا,O
28173,1083,و,O
28174,1083,ما,O
28175,1083,بين,O
28176,1083,الجيهات,O
28177,1083,.,O
28178,1084,هاد,O
28179,1084,الرخصة,O
28180,1084,ما,O
28181,1084,زال,O
28182,1084,تاتخلي,O
28183,1084,الريع,O
28184,1084,ف,O
28185,1084,لاقتصاد,O
28186,1084,د,O
28187,1084,لمغريب,B-MISC
28188,1084,.,O
28189,1085,ف,O
28190,1085,لخمسينات,O
28191,1085,والستينات,O
28192,1085,مورا,O
28193,1085,لاستقلال,O
28194,1085,من,O
28195,1085,فرانسا,B-LOC
28196,1085,،,O
28197,1085,قرر,O
28198,1085,لمخزن,O
28199,1085,يدير,O
28200,1085,مركوب,O
28201,1085,عصري,O
28202,1085,ف,O
28203,1085,شي,O
28204,1085,مدونا,O
28205,1085,د,O
28206,1085,لمغريب,B-LOC
28207,1085,.,O
28208,1086,من,O
28209,1086,غير,O
28210,1086,لمركوب,O
28211,1086,لي,O
28212,1086,كان,O
28213,1086,موجود,O
28214,1086,ف,O
28215,1086,الدارلبيضا,B-LOC
28216,1086,،,O
28217,1086,الرباط,B-LOC
28218,1086,،,O
28219,1086,فاس,B-LOC
28220,1086,،,O
28221,1086,مراكش,B-LOC
28222,1086,،,O
28223,1086,مكناس,B-LOC
28224,1086,،,O
28225,1086,طنجة,B-LOC
28226,1086,و,O
28227,1086,وجدة,B-LOC
28228,1086,،,O
28229,1086,تقرر,O
28230,1086,يدار,O
28231,1086,واحد,O
28232,1086,النوع,O
28233,1086,أخور,O
28234,1086,د,O
28235,1086,لمركوب,O
28236,1086,ديال,O
28237,1086,لخواص,O
28238,1086,بحال,O
28239,1086,الطاكسيات,O
28240,1086,صغار,O
28241,1086,و,O
28242,1086,لكبار,O
28243,1086,و,O
28244,1086,حتا,O
28245,1086,لكيران,O
28246,1086,ما,O
28247,1086,بين,O
28248,1086,لجيهات,O
28249,1086,.,O
28250,1087,ف,O
28251,1087,لول,O
28252,1087,تفرقات,O
28253,1087,هاد,O
28254,1087,لاݣريمات,O
28255,1087,على,O
28256,1087,الناس,O
28257,1087,للي,O
28258,1087,كانو,O
28259,1087,ف,O
28260,1087,لجيش,O
28261,1087,د,O
28262,1087,التحرير,O
28263,1087,والناس,O
28264,1087,لموعاقين,O
28265,1087,.,O
28266,1088,ف,O
28267,1088,السبعينات,O
28268,1088,والتمانينات,O
28269,1088,،,O
28270,1088,كان,O
28271,1088,ف,O
28272,1088,لمغريب,B-LOC
28273,1088,واحد,O
28274,1088,النوع,O
28275,1088,د,O
28276,1088,لمخاصمة,O
28277,1088,مابين,O
28278,1088,لمخزن,O
28279,1088,ولمعارضة,O
28280,1088,.,O
28281,1089,داكشي,O
28282,1089,علاش,O
28283,1089,خدمات,O
28284,1089,السلطة,O
28285,1089,هاد,O
28286,1089,لاݣريمات,O
28287,1089,باش,O
28288,1089,تعطي,O
28289,1089,لشي,O
28290,1089,ناس,O
28291,1089,لحق,O
28292,1089,باش,O
28293,1089,تستغل,O
28294,1089,لمركوب,O
28295,1089,وحتا,O
28296,1089,لمعادين,O
28297,1089,.,O
28298,1090,هادش,O
28299,1090,لي,O
28300,1090,خلا,O
28301,1090,بزاف,O
28302,1090,ديال,O
28303,1090,صحاب,O
28304,1090,هاد,O
28305,1090,لاݣريمات,O
28306,1090,من,O
28307,1090,لمخزن,O
28308,1090,بحال,O
28309,1090,لأعيان,O
28310,1090,و,O
28311,1090,لفنانين,O
28312,1090,و,O
28313,1090,الرياضيين,O
28314,1090,و,O
28315,1090,حتا,O
28316,1090,رجال,O
28317,1090,الدين,O
28318,1090,.,O
28319,1091,كاينين,O
28320,1091,شي,O
28321,1091,ناس,O
28322,1091,شدو,O
28323,1091,هاد,O
28324,1091,لاݣريمات,O
28325,1091,حيت,O
28326,1091,ما,O
28327,1091,فحالهومش,O
28328,1091,وشي,O
28329,1091,ناس,O
28330,1091,حيت,O
28331,1091,زاوݣو,O
28332,1091,لماليك,O
28333,1091,نيشان,O
28334,1091,مللي,O
28335,1091,زار,O
28336,1091,مدينتهوم,O
28337,1091,.,O
28338,1092,كاين,O
28339,1092,واحد,O
28340,1092,لقانون,O
28341,1092,ف,O
28342,1092,لمغريب,B-LOC
28343,1092,للي,O
28344,1092,تاينضم,O
28345,1092,هاد,O
28346,1092,الرخصة,O
28347,1092,لي,O
28348,1092,تايقول,O
28349,1092,بلي,O
28350,1092,هي,O
28351,1092,كاتعطا,O
28352,1092,ماش,O
28353,1092,حق,O
28354,1092,.,O
28355,1093,تاتعتابر,O
28356,1093,ف,O
28357,1093,لمغريب,B-LOC
28358,1093,إكرامية,O
28359,1093,"""",O
28360,1093,جتيماعية,O
28361,1093,"""",O
28362,1093,كاتبقا,O
28363,1093,6,O
28364,1093,سنين,O
28365,1093,تقدر,O
28366,1093,تجدد,O
28367,1093,.,O
28368,1094,هاد,O
28369,1094,الرخصة,O
28370,1094,ما,O
28371,1094,تاتحييدش,O
28372,1094,لمولاها,O
28373,1094,وتقدر,O
28374,1094,تكرا,O
28375,1094,أولا,O
28376,1094,تورت,O
28377,1094,وتقدر,O
28378,1094,حتا,O
28379,1094,تباع,O
28380,1094,.,O
28381,1095,كاين,O
28382,1095,ف,O
28383,1095,لمغريب,B-LOC
28384,1095,تسعود,O
28385,1095,د,O
28386,1095,لاكريمات,O
28387,1095,ديال,O
28388,1095,لمركوب,O
28389,1095,لي,O
28390,1095,مشروحة,O
28391,1095,ف,O
28392,1095,طابلو,O
28393,1095,لتحت,O
28394,1095,:,O
28395,1095,لاكوط,O
28396,1095,ؤلا,O
28397,1095,سّاحل,O
28398,1095,ؤلا,O
28399,1095,كورنيش,O
28400,1095,ؤلا,O
28401,1095,أفتاس,O
28402,1095,هيا,O
28403,1095,ديك,O
28404,1095,لبلاصة,O
28405,1095,اللي,O
28406,1095,كايتلاقى,O
28407,1095,فيها,O
28408,1095,لبحر,O
28409,1095,معا,O
28410,1095,ليابسة,O
28411,1095,.,O
28412,1096,تصاور,O
28413,1096,د,O
28414,1096,سّواحل,O
28415,1096,د,O
28416,1096,لمغريب,B-LOC
28417,1096,ل,O
28418,1096,اكومازيس,B-PER
28419,1096,(,O
28420,1096,ب,O
28421,1096,لاتينية,O
28422,1096,Lacumazes,B-PER
28423,1096,),O
28424,1096,هوّا,O
28425,1096,ماليك,O
28426,1096,أمازيغي,B-MISC
28427,1096,ديال,O
28428,1096,لماسيليين,B-LOC
28429,1096,(,O
28430,1096,نوميديا,B-LOC
28431,1096,شّرقية,I-LOC
28432,1096,),O
28433,1096,شد,O
28434,1096,لحكم,O
28435,1096,ل,O
28436,1096,مدة,O
28437,1096,قصيرة,O
28438,1096,ف,O
28439,1096,206,O
28440,1096,ق,O
28441,1096,.,O
28442,1097,م,O
28443,1097,من,O
28444,1097,بعد,O
28445,1097,نقيلاب,O
28446,1097,تّقتل,O
28447,1097,فيه,O
28448,1097,خوه,O
28449,1097,لكبير,O
28450,1097,لماليك,O
28451,1097,كاپوسا,B-PER
28452,1097,.,O
28453,1098,ف,O
28454,1098,نفس,O
28455,1098,لعام,O
28456,1098,،,O
28457,1098,غادي,O
28458,1098,يجي,O
28459,1098,ولد,O
28460,1098,عمو,O
28461,1098,ماسينيسا,B-PER
28462,1098,من,O
28463,1098,إيبيريا,B-LOC
28464,1098,ؤ,O
28465,1098,غادي,O
28466,1098,ياخد,O
28467,1098,لحكم,O
28468,1098,لّي,O
28469,1098,أصلا,O
28470,1098,من,O
28471,1098,حقو,O
28472,1098,حيت,O
28473,1098,هوّا,O
28474,1098,أكبر,O
28475,1098,دكر,O
28476,1098,ف,O
28477,1098,لفاميلة,O
28478,1098,لملكية,O
28479,1098,.,O
28480,1099,لاكومازيس,B-PER
28481,1099,ديك,O
28482,1099,سّاع,O
28483,1099,هرب,O
28484,1099,لعند,O
28485,1099,لماليك,O
28486,1099,ديال,O
28487,1099,لماسيسيليين,B-MISC
28488,1099,سيفاكس,B-PER
28489,1099,.,O
28490,1100,لالّا,B-LOC
28491,1100,ميمونة,I-LOC
28492,1100,جماعة,O
28493,1100,ترابية,O
28494,1100,قروية,O
28495,1100,كاينة,O
28496,1100,ف,O
28497,1100,إقليم,O
28498,1100,/,O
28499,1100,عمالة,O
28500,1100,قنيطرة,B-LOC
28501,1100,،,O
28502,1100,جهة,O
28503,1100,رّباط,B-LOC
28504,1100,سلا,B-LOC
28505,1100,قنيطرة,B-LOC
28506,1100,،,O
